Unnamed: 0,pub_id,researcher_id,author_name,aff_name,aff_id,aff_city_id,aff_country_code,journal.title
516477,pub.1153650827,ur.013453140440.35,Jerry Nolan,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516478,pub.1153650827,ur.016237274240.41,Ian Kerslake,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516480,pub.1153650827,ur.013011213040.75,Tom Simpson,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516481,pub.1153650827,ur.013270273400.38,James Dalton,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516482,pub.1153650827,ur.011376542200.42,Carrie Demetriou,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516483,pub.1153650827,ur.07732130140.88,Sarah Mitchard,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516484,pub.1153650827,ur.011406547640.68,Lidia Ramos,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516486,pub.1153650827,ur.015136757100.07,Toby Johnson,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516487,pub.1153650827,ur.01015360542.49,William Headdon,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516490,pub.1153650827,ur.010071121000.23,Lucy Howie,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516491,pub.1153650827,ur.016633106440.93,Michael Reay,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516494,pub.1153650827,ur.012570543500.31,Eleanor Traverse,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516495,pub.1153650827,ur.011305361300.55,Stacey Jennings,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516496,pub.1153650827,ur.01263752225.48,Vikram Anumakonda,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516497,pub.1153650827,ur.011312031100.57,Caroline Tuckwell,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516498,pub.1153650827,ur.010133373100.03,Kath Harrow,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516500,pub.1153650827,ur.016613702040.17,Karen McGarry,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516501,pub.1153650827,ur.015156466740.34,Vanessa Moore,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516503,pub.1153650827,ur.014341701740.14,Anna Summerfield,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516504,pub.1153650827,ur.01324156177.68,Paul Dark,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516506,pub.1153650827,ur.012362325500.11,Reece Doonan,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516507,pub.1153650827,ur.07433337740.32,Liam McMorrow,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516508,pub.1153650827,ur.015026675040.78,Karen Knowles,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516509,pub.1153650827,ur.016513016740.69,Jessica Pendlebury,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516512,pub.1153650827,ur.012531627240.31,Tracy Marsden,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516514,pub.1153650827,ur.011740107740.45,Angiy Michael,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516515,pub.1153650827,ur.015637315500.85,Matthew Collis,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516516,pub.1153650827,ur.012535165100.05,Andrew Claxton,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516517,pub.1153650827,ur.014215445700.11,Wadih Habeichi,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516518,pub.1153650827,ur.013540155000.48,Dan Horner,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516519,pub.1153650827,ur.010735120040.86,Melanie Slaughter,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516520,pub.1153650827,ur.014001142700.25,Vicky Thomas,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516521,pub.1153650827,ur.014212110040.32,Nicola Proudfoot,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516522,pub.1153650827,ur.016123045640.54,Claire Keatley,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516523,pub.1153650827,ur.011564745100.15,Phil Donnison,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516524,pub.1153650827,ur.016545263400.82,Ruth Casey,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516525,pub.1153650827,ur.015367434100.17,Ben Irving,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516528,pub.1153650827,ur.010142572040.49,Alpha Anthony,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516529,pub.1153650827,ur.010446335300.33,Fiona Trim,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516533,pub.1153650827,ur.010137234200.69,Jonathan Hulme,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516534,pub.1153650827,ur.011536036300.59,Santhana Kannan,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516535,pub.1153650827,ur.013365620640.07,Fiona Kinney,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516536,pub.1153650827,ur.07744347404.03,Ho Senya,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516538,pub.1153650827,ur.012252243440.50,Valli Ratnam,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516539,pub.1153650827,ur.015237642200.53,Mandy Gill,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516540,pub.1153650827,ur.015556142240.00,Jill Kirk,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516541,pub.1153650827,ur.07707062440.25,Sarah Shelton,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516542,pub.1153650827,ur.016227572040.55,Sacha Schweikert,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516543,pub.1153650827,ur.011364005400.75,Bradley Wibrow,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516544,pub.1153650827,ur.015252702240.94,Matthew Anstey,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516545,pub.1153650827,ur.013047624040.24,Rashmi Rauniyar,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516546,pub.1153650827,ur.012216671527.93,Nasir Khoso,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516547,pub.1153650827,ur.010610043204.77,Namra Asif,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516549,pub.1153650827,ur.010426322200.88,Christian Frey,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516550,pub.1153650827,ur.07456405440.57,Riccardo Scano,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516551,pub.1153650827,ur.015267054240.55,Madeleine McKee,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516559,pub.1153650827,ur.013172366636.51,Borislava Borislavova,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516560,pub.1153650827,ur.015162024600.28,Kush Deshpande,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516562,pub.1153650827,ur.07716564640.11,Pam Konecny,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516564,pub.1153650827,ur.012704772100.44,Raymond Tung,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516571,pub.1153650827,ur.016415166240.81,Kate Ainscough,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516574,pub.1153650827,ur.010123111633.95,Celina Mfuko,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516575,pub.1153650827,ur.07626756504.64,Hakam Abbass,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516576,pub.1153650827,ur.015233222033.42,Vineela Mandadapu,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516577,pub.1153650827,ur.07423635540.57,Susannah Leaver,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516581,pub.1153650827,ur.013645204440.24,Sam Rawlins,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516582,pub.1153650827,ur.010552556240.19,Christine Sicat,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516587,pub.1153650827,ur.010713566101.45,Bhaumik Mevavala,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516589,pub.1153650827,ur.015454753700.61,Frances Clarke,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516592,pub.1153650827,ur.011742457327.38,Leilani Cabreros,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516593,pub.1153650827,ur.014461771440.16,Victoria Latham,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516594,pub.1153650827,ur.015672370640.54,Rebecca Kruisselbrink,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516595,pub.1153650827,ur.013144342600.25,Laurent Brochard,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516597,pub.1153650827,ur.016705062740.14,Gyan Sandhu,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516598,pub.1153650827,ur.015021376673.99,Imrana Khalid,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516599,pub.1153650827,ur.013506213600.26,Ian White,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516600,pub.1153650827,ur.016067772500.49,Maria Croft,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516601,pub.1153650827,ur.016411630400.15,Nicky Holland,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516606,pub.1153650827,ur.011214503640.61,Sally Newman,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516608,pub.1153650827,ur.016072011501.66,Leanne Barbazza,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516611,pub.1153650827,ur.012714474300.42,Ahmed Zaki,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516613,pub.1153650827,ur.014033312042.96,Hywel Garrard,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516616,pub.1153650827,ur.015715436340.53,Abigail Pemberton,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516617,pub.1153650827,ur.010615030340.00,Alistair Roy,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516618,pub.1153650827,ur.012141656140.17,Anthony Rostron,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516619,pub.1153650827,ur.011734552100.71,Lindsey Woods,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516620,pub.1153650827,ur.015753544100.08,Sarah Cornell,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516621,pub.1153650827,ur.012502415200.33,Rob Fowler,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516622,pub.1153650827,ur.011236742640.23,Neill Adhikari,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516623,pub.1153650827,ur.016174063063.21,Maneesha Kamra,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516624,pub.1153650827,ur.014056455040.92,Nicole Marinoff,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516625,pub.1153650827,ur.012135511600.26,Peter Garrett,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516626,pub.1153650827,ur.014615424440.40,Lauren Murray,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516627,pub.1153650827,ur.016607535500.58,Jane Brailsford,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516628,pub.1153650827,ur.013043457500.56,Gerard Fennessy,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516629,pub.1153650827,ur.010764026640.82,John Mulder,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516631,pub.1153650827,ur.013761433040.37,Suresh Pillai,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516632,pub.1153650827,ur.015175370100.44,Rachel Harford,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516633,pub.1153650827,ur.014640166700.90,Helen Ivatt,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516636,pub.1153650827,ur.010364353340.04,Eilir Roberts,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516638,pub.1153650827,ur.07712115040.51,James Ainsworth,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516641,pub.1153650827,ur.01160071667.51,Annukka Vahtera,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516642,pub.1153650827,ur.01117331260.32,Heikki Kiiski,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516643,pub.1153650827,ur.012244255001.83,Sanna Ristimäki,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516649,pub.1153650827,ur.014377166704.55,Anneli Ellervee,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516656,pub.1153650827,ur.016654743133.93,Owen Keet,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516658,pub.1153650827,ur.010630677100.24,Andrew Udy,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516659,pub.1153650827,ur.010640076040.44,Phoebe McCracken,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516661,pub.1153650827,ur.015561500100.80,Jasmin Board,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516663,pub.1153650827,ur.01300700311.35,Vidya Kasipandian,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516665,pub.1153650827,ur.012216665040.73,Suzanne Allibone,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516667,pub.1153650827,ur.010536707500.08,Shane English,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516668,pub.1153650827,ur.01156263644.29,Irene Watpool,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516669,pub.1153650827,ur.014075661440.36,Rebecca Porteous,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516670,pub.1153650827,ur.011264332601.39,Sydney Miezitis,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516671,pub.1153650827,ur.014471473640.00,Lauralyn McIntyre,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516675,pub.1153650827,ur.0614722333.45,Jayshree Lavana,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516677,pub.1153650827,ur.012132153740.60,Sandra Peake,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516681,pub.1153650827,ur.012651413500.28,Dawn Collier,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516682,pub.1153650827,ur.010377716640.72,Sarah Kimpton,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516683,pub.1153650827,ur.015162330040.25,Susan Oakley,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516684,pub.1153650827,ur.011064406500.08,Sanjay Bhagani,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516685,pub.1153650827,ur.07735466000.28,Mark De Neef,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516687,pub.1153650827,ur.011551705040.09,Amitaa Maharajh,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516688,pub.1153650827,ur.012203571327.82,Aarti Nandani,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516689,pub.1153650827,ur.012310351200.66,Jade Dobson,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516690,pub.1153650827,ur.010721251300.41,Gloria Fernando,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516691,pub.1153650827,ur.016330151700.16,Christine Eastgate,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516692,pub.1153650827,ur.013764770700.70,Keith Gomez,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516693,pub.1153650827,ur.010042604127.40,Zakee Abdi,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516695,pub.1153650827,ur.0737472741.07,Shaman Jhanji,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516696,pub.1153650827,ur.015513364700.39,Ethel Black,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516698,pub.1153650827,ur.010666501400.50,Ryan Howle,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516699,pub.1153650827,ur.014104237604.25,Ravishankar Baikady,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516700,pub.1153650827,ur.012107411500.72,Redmond Tully,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516701,pub.1153650827,ur.015416342700.67,Andrew Drummond,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516702,pub.1153650827,ur.012723370000.63,Joy Dearden,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516703,pub.1153650827,ur.010721554540.87,Jennifer Philbin,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516704,pub.1153650827,ur.015344671640.10,Sheila Munt,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516705,pub.1153650827,ur.011642562500.52,Shameer Gopal,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516706,pub.1153650827,ur.011107757440.10,Jagtar- Singh Pooni,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516707,pub.1153650827,ur.013462337400.47,Saibal Ganguly,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516708,pub.1153650827,ur.014520402440.08,Andrew Smallwood,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516709,pub.1153650827,ur.015455257140.89,Stella Metherell,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516710,pub.1153650827,ur.011675635640.25,Anas Naeem,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516711,pub.1153650827,ur.012177763700.30,Laura Fagan,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516712,pub.1153650827,ur.016570634340.08,Emily Ryan,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516713,pub.1153650827,ur.013156064001.27,Vasanth Mariappa,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516715,pub.1153650827,ur.010312073600.01,Angela Foulds,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516716,pub.1153650827,ur.011574752540.07,Adam Revill,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516719,pub.1153650827,ur.014220466204.60,Jeanette Wigbers,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516721,pub.1153650827,ur.014475031500.13,Olaf Cremer,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516725,pub.1153650827,ur.015432211440.94,Roger Schutgens,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516726,pub.1153650827,ur.012076260004.51,Darren Troeman,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516728,pub.1153650827,ur.013471221004.32,Henny Besten,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516730,pub.1153650827,ur.015026371600.35,Russell Barber,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516731,pub.1153650827,ur.012560232600.35,Anette Hilldrith,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516738,pub.1153650827,ur.013537334204.32,Josette Mc-Kenzie,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516740,pub.1153650827,ur.01352047442.28,Alexander Shimabukuro-Vornhagen,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516741,pub.1153650827,ur.012756746400.57,Elizabeth Wilcox,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516742,pub.1153650827,ur.016506652400.82,Lorenzo del Sorbo,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516743,pub.1153650827,ur.07575666440.88,Hesham Abdelhady,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516744,pub.1153650827,ur.07703221340.55,Tina Romagnuolo,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516752,pub.1153650827,ur.07550617274.67,Farooq Brohi,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516753,pub.1153650827,ur.07576171700.03,Vijay Jagannathan,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516755,pub.1153650827,ur.011272321240.61,Sarah Purvis,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516756,pub.1153650827,ur.012113252600.45,Bill Wetherill,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516763,pub.1153650827,ur.011627217200.37,Rebecca Cusack,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516764,pub.1153650827,ur.014250215600.34,Kim de Courcy-Golder,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516765,pub.1153650827,ur.010731256740.94,Karen Salmon,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516769,pub.1153650827,ur.013005351740.61,Winningtom Ruiz,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516770,pub.1153650827,ur.015464456100.11,Zoe Duke,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516771,pub.1153650827,ur.010556114100.02,Magaret Johns,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516772,pub.1153650827,ur.07427476640.31,Michelle Male,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516773,pub.1153650827,ur.015420073514.22,Kirsty Gladas,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516774,pub.1153650827,ur.016175325400.22,Satwinder Virdee,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516775,pub.1153650827,ur.015205375540.94,Jacqueline Swabe,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516776,pub.1153650827,ur.07534526300.07,Helen Tomlinson,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516777,pub.1153650827,ur.015610712140.87,Gernot Rohde,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516778,pub.1153650827,ur.0662215454.92,Achim Grünewaldt,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516780,pub.1153650827,ur.01253703266.53,Sirak Petros,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516790,pub.1153650827,ur.010163674453.14,Juliane Totzke,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516791,pub.1153650827,ur.01362671626.84,Cyrus Sayehli,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516798,pub.1153650827,ur.07471445500.20,Jeremy Bewley,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516799,pub.1153650827,ur.010075265340.19,Katie Sweet,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516800,pub.1153650827,ur.015542273500.95,Lisa Grimmer,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516802,pub.1153650827,ur.014173206700.34,Rachel Wyatt,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516804,pub.1153650827,ur.07356025600.89,Siby Varghese,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516806,pub.1153650827,ur.07761036740.17,Emma Stratton,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516807,pub.1153650827,ur.014345543040.02,Laura Kyle,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516808,pub.1153650827,ur.012067701640.51,Daniel Putensen,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516809,pub.1153650827,ur.016213723300.82,Kay Drury,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516810,pub.1153650827,ur.015247647640.49,Agnieszka Skorko,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516811,pub.1153650827,ur.012275005700.73,Pamela Bremmer,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516812,pub.1153650827,ur.014121232400.34,Geraldine Ward,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516813,pub.1153650827,ur.012752276600.59,Christopher Bassford,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516814,pub.1153650827,ur.011532500440.32,Wendy Sligl,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516815,pub.1153650827,ur.011724241200.12,Nadia Baig,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516817,pub.1153650827,ur.011126660600.81,Sean Bagshaw,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516818,pub.1153650827,ur.011357335600.62,Kim Basile,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516833,pub.1153650827,ur.016564470000.12,Mehrdad Ghaffari,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516834,pub.1153650827,ur.011136666240.22,Oscar Marroquin,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516835,pub.1153650827,ur.07745473440.48,Kevin Quinn,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516836,pub.1153650827,ur.011340131200.56,William Garrard,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516837,pub.1153650827,ur.015253205500.25,Kyle Kalchthaler,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516838,pub.1153650827,ur.016603674400.72,Gregory Beard,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516840,pub.1153650827,ur.016113152401.27,Kavitha Bagavathy,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516844,pub.1153650827,ur.013167713540.18,Bob Reynolds,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516845,pub.1153650827,ur.07413630100.56,Mahwish Hussain,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516865,pub.1153650827,ur.01336407305.45,Tami Minnier,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516866,pub.1153650827,ur.011620323500.82,Mary Wisniewski,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516868,pub.1153650827,ur.011435456440.33,Erin McCreary,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516870,pub.1153650827,ur.07716261400.14,Ryan Bariola,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516871,pub.1153650827,ur.012412043000.90,Alex Viehman,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516872,pub.1153650827,ur.011675332400.62,Jessica Daley,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516874,pub.1153650827,ur.011051346440.06,Mark Schmidhofer,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516875,pub.1153650827,ur.013014245440.80,Richard Ambrosino,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516876,pub.1153650827,ur.010215355040.21,Sherbrina Keen,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516878,pub.1153650827,ur.011237551340.55,Martha Stambaugh,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516879,pub.1153650827,ur.012041276300.36,Ken Trimmer,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516880,pub.1153650827,ur.016561132140.79,Reno Perri,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516881,pub.1153650827,ur.015747703000.06,Sherry Casali,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516883,pub.1153650827,ur.07660153640.85,Brent Massar,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516884,pub.1153650827,ur.010267026100.74,Ashley Beyerl,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516885,pub.1153650827,ur.012531324000.04,Jason Burkey,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516886,pub.1153650827,ur.07417774440.12,Sheryl Keeler,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516887,pub.1153650827,ur.014303270740.38,Maryalyce Lowery,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516889,pub.1153650827,ur.013336406600.27,Jason Daugherty,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516890,pub.1153650827,ur.014751057440.33,Chanthou Sevilla,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516891,pub.1153650827,ur.014010645100.92,Amy Woelke,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516892,pub.1153650827,ur.013635177000.13,Julie Dice,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516896,pub.1153650827,ur.015257046600.30,Deborah Beer,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516898,pub.1153650827,ur.015104207200.24,Lillian Carpio,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516900,pub.1153650827,ur.014051574313.78,Vanessa Zinzoni,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
516901,pub.1153650827,ur.012137372215.75,Natacha Maquigneau,Writing Committee for the REMAP-CAP Investigators,,,,JAMA
